trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
735,False,"{'a': 0.4, 'e': 0.15884907993544758}",25,20,8.636434713001403,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.4, 'e': 0.15845195723560898}",30,10,-2.3158941333015486,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
737,False,"{'a': 0.4, 'e': 0.15805582734251997}",25,18,6.964348053149435,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.4, 'e': 0.15766068777416367}",25,18,12.176237923131339,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.4, 'e': 0.15726653605472826}",20,2,9.810900185630276,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
740,False,"{'a': 0.4, 'e': 0.15687336971459145}",20,11,9.078083321661524,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.4, 'e': 0.156481186290305}",20,2,-11.805713466254925,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
742,False,"{'a': 0.4, 'e': 0.15608998332457924}",20,4,25.788272032128187,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.4, 'e': 0.1556997583662678}",20,9,2.455017647251788,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
744,False,"{'a': 0.4, 'e': 0.15531050897035215}",20,2,19.282429926127794,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.4, 'e': 0.15492223269792627}",25,13,16.05634734127703,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.4, 'e': 0.15453492711618144}",30,16,-56.28708624932865,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
747,False,"{'a': 0.4, 'e': 0.154148589798391}",20,10,16.42305735087281,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.4, 'e': 0.15376321832389503}",25,8,20.020096221141618,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.4, 'e': 0.1533788102780853}",25,0,18.035430926210676,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
750,False,"{'a': 0.4, 'e': 0.1529953632523901}",20,0,30.61022560798636,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.4, 'e': 0.15261287484425914}",25,0,13.754946950164458,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
752,False,"{'a': 0.4, 'e': 0.1522313426571485}",25,9,17.035995418340143,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
753,False,"{'a': 0.4, 'e': 0.15185076430050565}",25,13,-25.945856018782173,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
754,False,"{'a': 0.4, 'e': 0.15147113738975437}",30,18,12.515440869743994,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
755,False,"{'a': 0.4, 'e': 0.15109245954628}",25,12,25.177840925805704,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.4, 'e': 0.15071472839741432}",30,13,-10.444492547530555,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
757,False,"{'a': 0.4, 'e': 0.15033794157642077}",30,7,-67.44388243576657,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 2}",1
758,False,"{'a': 0.4, 'e': 0.14996209672247973}",25,10,-14.702466179272776,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
759,False,"{'a': 0.4, 'e': 0.14958719148067354}",20,6,16.33196464788525,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
760,False,"{'a': 0.4, 'e': 0.14921322350197186}",30,13,15.654654663571689,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.4, 'e': 0.14884019044321695}",20,0,8.773752285911618,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
762,False,"{'a': 0.4, 'e': 0.14846808996710892}",30,19,21.446013931372764,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.4, 'e': 0.14809691974219114}",20,6,20.646268090148457,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.4, 'e': 0.14772667744283569}",20,13,-12.51979179268344,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
765,False,"{'a': 0.4, 'e': 0.1473573607492286}",20,11,3.5938669408715707,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
766,False,"{'a': 0.4, 'e': 0.14698896734735553}",20,9,2.9847111971776132,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
767,False,"{'a': 0.4, 'e': 0.14662149492898716}",20,9,18.462058651091834,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.4, 'e': 0.14625494119166468}",25,18,2.6991551660387687,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
769,False,"{'a': 0.4, 'e': 0.14588930383868554}",25,9,23.801769668513014,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.4, 'e': 0.14552458057908882}",25,10,11.005414992458043,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
771,False,"{'a': 0.4, 'e': 0.14516076912764111}",30,20,19.616367391297057,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.4, 'e': 0.14479786720482202}",25,0,28.180633392609906,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
773,False,"{'a': 0.4, 'e': 0.14443587253680998}",25,19,-0.3017761357433155,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
774,False,"{'a': 0.4, 'e': 0.14407478285546796}",20,12,12.607860836336538,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.4, 'e': 0.1437145958983293}",20,0,-33.96362090841066,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
776,False,"{'a': 0.4, 'e': 0.1433553094085835}",25,14,20.365316926757828,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.4, 'e': 0.14299692113506202}",25,18,12.367670722315824,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.4, 'e': 0.14263942883222439}",25,13,11.120312482245575,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
779,False,"{'a': 0.4, 'e': 0.14228283026014382}",20,8,23.28503671686364,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.4, 'e': 0.14192712318449346}",20,3,20.033323350896175,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.4, 'e': 0.14157230537653226}",30,13,-18.312493661791702,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
782,False,"{'a': 0.4, 'e': 0.14121837461309092}",30,19,14.446474611290068,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.4, 'e': 0.1408653286765582}",20,10,21.72493253566453,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.4, 'e': 0.14051316535486683}",25,14,15.211589600605832,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
785,False,"{'a': 0.4, 'e': 0.14016188244147967}",35,21,27.30202307797831,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.4, 'e': 0.13981147773537597}",30,18,23.980500616218286,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.4, 'e': 0.13946194904103754}",25,14,22.459866941942426,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.4, 'e': 0.13911329416843496}",20,6,-30.58747922918771,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
789,False,"{'a': 0.4, 'e': 0.13876551093301387}",20,4,24.11384392824831,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.4, 'e': 0.13841859715568133}",30,20,-4.800039248804874,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
791,False,"{'a': 0.4, 'e': 0.13807255066279214}",20,3,19.220879042173763,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
792,False,"{'a': 0.4, 'e': 0.1377273692861352}",20,9,-1.6375501527820198,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
793,False,"{'a': 0.4, 'e': 0.13738305086291985}",35,20,-11.555059078575303,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
794,False,"{'a': 0.4, 'e': 0.13703959323576256}",30,17,13.782975926973009,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.4, 'e': 0.13669699425267315}",20,3,13.688228708083932,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
796,False,"{'a': 0.4, 'e': 0.13635525176704147}",20,11,-13.440135998597208,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
797,False,"{'a': 0.4, 'e': 0.13601436363762387}",25,17,16.85325452780178,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.4, 'e': 0.13567432772852983}",25,8,-12.98216451828769,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
799,False,"{'a': 0.4, 'e': 0.1353351419092085}",20,12,12.048449804524855,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.4, 'e': 0.1349968040544355}",25,15,21.157957853782815,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.4, 'e': 0.1346593120442994}",20,6,-1.8692626190035915,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
802,False,"{'a': 0.4, 'e': 0.13432266376418867}",20,11,14.979900473276942,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.4, 'e': 0.1339868571047782}",30,19,23.408283865858905,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.4, 'e': 0.13365188996201627}",25,0,20.29265719324493,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
805,False,"{'a': 0.4, 'e': 0.13331776023711123}",25,10,23.222412681652116,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.4, 'e': 0.13298446583651846}",25,0,-43.245200164600035,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
807,False,"{'a': 0.4, 'e': 0.13265200467192717}",25,14,24.077433488719016,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.4, 'e': 0.13232037466024738}",20,13,12.861412586831996,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.4, 'e': 0.13198957372359676}",20,9,12.68136530900311,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.4, 'e': 0.13165959978928776}",20,12,-0.5711262124727772,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
811,False,"{'a': 0.4, 'e': 0.13133045078981456}",25,11,14.272771227833449,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
812,False,"{'a': 0.4, 'e': 0.13100212466284003}",30,18,-33.58942467186627,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
813,False,"{'a': 0.4, 'e': 0.13067461935118294}",20,10,17.11616711564142,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.4, 'e': 0.130347932802805}",20,4,3.8381365221890507,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
815,False,"{'a': 0.4, 'e': 0.130022062970798}",20,14,11.832675611376777,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.4, 'e': 0.12969700781337098}",20,10,-22.567351047164525,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
817,False,"{'a': 0.4, 'e': 0.12937276529383757}",35,18,30.587110261978594,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.4, 'e': 0.12904933338060298}",20,8,-33.491218630745536,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
819,False,"{'a': 0.4, 'e': 0.12872671004715147}",25,11,11.339241770865371,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
820,False,"{'a': 0.4, 'e': 0.1284048932720336}",20,6,3.4687930150151107,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
821,False,"{'a': 0.4, 'e': 0.12808388103885354}",20,6,12.149395910767383,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
822,False,"{'a': 0.4, 'e': 0.1277636713362564}",20,14,6.030476147046539,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.4, 'e': 0.12744426215791577}",20,12,13.733126637119742,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.4, 'e': 0.127125651502521}",20,9,13.785213279557833,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.4, 'e': 0.1268078373737647}",20,11,14.710384223079222,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.4, 'e': 0.12649081778033028}",30,19,-2.900708668014425,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
827,False,"{'a': 0.4, 'e': 0.12617459073587947}",20,8,7.616060935576967,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
828,False,"{'a': 0.4, 'e': 0.1258591542590398}",25,13,25.138218624917364,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.4, 'e': 0.12554450637339218}",20,8,8.093167069653125,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.4, 'e': 0.1252306451074587}",20,13,15.31896724700204,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.4, 'e': 0.12491756849469007}",30,14,29.255122714657613,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.4, 'e': 0.12460527457345336}",20,0,30.980998572207284,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
833,False,"{'a': 0.4, 'e': 0.12429376138701972}",20,8,9.371969713823733,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
834,False,"{'a': 0.4, 'e': 0.12398302698355218}",25,17,17.92628682090585,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.4, 'e': 0.12367306941609331}",30,14,17.79996771068634,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
836,False,"{'a': 0.4, 'e': 0.12336388674255308}",35,16,8.485346179270442,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
837,False,"{'a': 0.4, 'e': 0.1230554770256967}",25,13,24.812133242180142,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.4, 'e': 0.12274783833313248}",20,8,23.19402244070679,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.4, 'e': 0.12244096873729965}",30,13,29.163912746530357,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.4, 'e': 0.1221348663154564}",25,12,26.149961546141377,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.4, 'e': 0.12182952914966777}",20,2,-26.330288573736382,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
842,False,"{'a': 0.4, 'e': 0.12152495532679361}",25,14,0.7901508792011624,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
843,False,"{'a': 0.4, 'e': 0.12122114293847663}",25,16,18.929404365528764,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.4, 'e': 0.12091809008113044}",35,13,45.58527411024039,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.4, 'e': 0.12061579485592762}",20,15,9.3143906235662,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.4, 'e': 0.12031425536878781}",20,8,10.907847061570646,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
847,False,"{'a': 0.4, 'e': 0.12001346973036585}",30,10,15.575411890963888,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
848,False,"{'a': 0.4, 'e': 0.11971343605603994}",25,5,1.1908414730053378,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
849,False,"{'a': 0.4, 'e': 0.11941415246589984}",35,0,-22.46751010894631,"{0: 32, 1: 0, 2: 1, 3: 1, 4: 1}",0
850,False,"{'a': 0.4, 'e': 0.1191156170847351}",25,8,5.330759615303193,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
851,False,"{'a': 0.4, 'e': 0.11881782804202327}",25,15,16.63393214442543,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.4, 'e': 0.11852078347191822}",20,8,-19.240743531726768,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
853,False,"{'a': 0.4, 'e': 0.11822448151323843}",25,5,39.14732522729048,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.4, 'e': 0.11792892030945534}",20,3,31.934144325850017,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.4, 'e': 0.11763409800868171}",30,19,21.73983941499397,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.4, 'e': 0.11734001276366002}",20,13,13.171115363353074,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.4, 'e': 0.11704666273175086}",25,17,-7.9432905890572325,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
858,False,"{'a': 0.4, 'e': 0.1167540460749215}",25,13,18.454232663417166,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.4, 'e': 0.1164621609597342}",25,12,1.2284291925717516,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
860,False,"{'a': 0.4, 'e': 0.11617100555733487}",35,13,26.14573076475582,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
861,False,"{'a': 0.4, 'e': 0.11588057804344154}",20,12,12.205506424109842,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.4, 'e': 0.11559087659833295}",20,12,12.396747041601447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.4, 'e': 0.11530189940683712}",20,0,33.09108240496075,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
864,False,"{'a': 0.4, 'e': 0.11501364465832002}",25,17,7.8081693922092406,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.4, 'e': 0.11472611054667424}",25,1,36.00609604918453,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.4, 'e': 0.11443929527030755}",20,12,16.611824654105952,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.4, 'e': 0.1141531970321318}",20,14,9.850018354304236,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.4, 'e': 0.11386781403955147}",20,8,22.617926894526754,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.4, 'e': 0.1135831445044526}",20,0,4.597136714903484,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
870,False,"{'a': 0.4, 'e': 0.11329918664319147}",20,14,11.423103565644997,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.4, 'e': 0.1130159386765835}",20,12,-9.445139833514133,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
872,False,"{'a': 0.4, 'e': 0.11273339882989204}",25,16,13.773331570566182,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.4, 'e': 0.11245156533281732}",25,16,18.577393711463063,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.4, 'e': 0.11217043641948528}",35,13,33.90889383389539,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.4, 'e': 0.11189001032843658}",20,10,18.752638359999438,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.4, 'e': 0.11161028530261549}",35,8,19.254138959941752,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
877,False,"{'a': 0.4, 'e': 0.11133125958935895}",25,11,14.851644714762472,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
878,False,"{'a': 0.4, 'e': 0.11105293144038557}",20,9,17.529757292965044,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.4, 'e': 0.1107752991117846}",30,17,29.405943434677944,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.4, 'e': 0.11049836086400515}",25,3,23.78588168056517,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
881,False,"{'a': 0.4, 'e': 0.11022211496184514}",20,0,29.623505126403394,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
882,False,"{'a': 0.4, 'e': 0.10994655967444054}",30,16,27.015386513760852,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.4, 'e': 0.10967169327525444}",25,15,18.23893417003811,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.4, 'e': 0.10939751404206631}",20,2,28.101744732824297,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.4, 'e': 0.10912402025696115}",20,12,-24.274790181271044,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
886,False,"{'a': 0.4, 'e': 0.10885121020631876}",20,5,-3.7629600271585177,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
887,False,"{'a': 0.4, 'e': 0.10857908218080296}",30,13,28.095381563459352,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
888,False,"{'a': 0.4, 'e': 0.10830763447535097}",20,13,12.26695724429228,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.4, 'e': 0.10803686538916259}",20,14,-71.68534475143164,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 2}",1
890,False,"{'a': 0.4, 'e': 0.10776677322568969}",25,5,21.656975614986386,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
891,False,"{'a': 0.4, 'e': 0.10749735629262547}",25,3,33.49131057617814,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.4, 'e': 0.10722861290189392}",20,16,7.892632117117494,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.4, 'e': 0.10696054136963919}",30,9,26.885507858381843,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
894,False,"{'a': 0.4, 'e': 0.10669314001621509}",25,0,38.03346553277656,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
895,False,"{'a': 0.4, 'e': 0.10642640716617456}",20,13,15.556687106962874,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.4, 'e': 0.10616034114825913}",30,18,22.990038487443044,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.4, 'e': 0.10589494029538848}",25,8,16.637122779469244,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
898,False,"{'a': 0.4, 'e': 0.10563020294465002}",25,2,37.242236617254804,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.4, 'e': 0.1053661274372884}",20,12,14.911232894772237,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.4, 'e': 0.1051027121186952}",20,12,2.200555562742934,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
901,False,"{'a': 0.4, 'e': 0.10483995533839846}",20,12,12.943606722694362,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.4, 'e': 0.10457785545005246}",20,8,-24.3114594027172,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
903,False,"{'a': 0.4, 'e': 0.10431641081142734}",35,15,24.93726744585293,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
904,False,"{'a': 0.4, 'e': 0.10405561978439878}",25,2,10.293133541434818,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
905,False,"{'a': 0.4, 'e': 0.10379548073493779}",25,16,16.937075362116104,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.4, 'e': 0.10353599203310045}",35,17,29.50828612521782,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.4, 'e': 0.1032771520530177}",25,14,24.158451921266895,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.4, 'e': 0.10301895917288516}",20,12,5.757042251543165,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
909,False,"{'a': 0.4, 'e': 0.10276141177495296}",25,13,11.766115655220052,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
910,False,"{'a': 0.4, 'e': 0.10250450824551557}",25,12,-35.198099942665486,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
911,False,"{'a': 0.4, 'e': 0.1022482469749018}",25,5,32.231469930337504,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.4, 'e': 0.10199262635746455}",35,15,21.77406806151007,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
913,False,"{'a': 0.4, 'e': 0.1017376447915709}",25,3,34.29803706489013,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.4, 'e': 0.10148330067959196}",25,14,-32.71594872251566,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
915,False,"{'a': 0.4, 'e': 0.10122959242789299}",25,13,26.077090134647573,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.4, 'e': 0.10097651844682326}",20,15,9.605567008025139,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.4, 'e': 0.10072407715070622}",25,1,13.003622148662252,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
918,False,"{'a': 0.4, 'e': 0.10047226695782946}",20,9,19.737660527646074,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.4, 'e': 0.10022108629043489}",25,19,-0.377452455867362,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
